axis,value,captured_weight_0,captured_weight_1,codeword_overlap,min_gram_eigenvalue,max_gram_eigenvalue,physical_muta_validated
cutoff,12,0.9836803285242085,0.9701252225657025,0.020606299057056632,0.9793937009429436,1.0206062990570568,False
cutoff,20,0.9988943187205362,0.9983916303099666,0.01327990780128704,0.9867200921987129,1.0132799078012868,False
cutoff,32,0.9999859906431399,0.9999667784896437,0.013027693067729594,0.9869723069322706,1.0130276930677296,False
cutoff,48,0.9999998740551588,0.9999996976882929,0.013021654549314705,0.9869783454506851,1.0130216545493147,False
grid_points,2049,0.9999859906431379,0.9999667784896435,0.013027693067729457,0.9869723069322707,1.0130276930677298,False
grid_points,4097,0.9999859906431399,0.9999667784896437,0.013027693067729594,0.9869723069322706,1.0130276930677296,False
grid_points,8193,0.9999859906431403,0.9999667784896447,0.013027693067728842,0.9869723069322713,1.013027693067729,False
